[1] ADD,umhaEY4lil,91628.00 
[8637] ADD,xFrzsBbeiS,81120.04 
[8638] CANCEL_SELL,xFrzsBbeiS 
[8639] QUOTE,sYJRWa0Mih,OWG 
[8640] CANCEL_BUY,xFrzsBbeiS 
[8641] ADD,BqhMWgFe1n,82179.69 
[8642] CANCEL_BUY,umhaEY4lil 
[8643] SET_SELL_TRIGGER,sYJRWa0Mih,XZF,126.80 
[8644] SET_SELL_TRIGGER,CqOb5G0hB4,JHH,21.21 
[8645] COMMIT_SELL,w69hSQMdyy 
[8646] COMMIT_SELL,umhaEY4lil 
[8647] SET_BUY_TRIGGER,CqOb5G0hB4,CDQ,11.79 
[8648] DISPLAY_SUMMARY,xFrzsBbeiS 
[8649] QUOTE,ojovZ9YLZM,QRQ 
[8650] BUY,w69hSQMdyy,MGF,502.94 
[8651] ADD,xFrzsBbeiS,67857.87 
[8652] SET_SELL_TRIGGER,w69hSQMdyy,VNG,46.44 
[8653] SET_BUY_AMOUNT,w69hSQMdyy,JHH,285.98 
[8654] BUY,xFrzsBbeiS,WPJ,208.71 
[8655] CANCEL_BUY,ojovZ9YLZM 
[8656] QUOTE,xFrzsBbeiS,IHA 
[8657] CANCEL_SET_SELL,umhaEY4lil,JIK 
[8658] SELL,sYJRWa0Mih,OOP,551.36 
[8659] DISPLAY_SUMMARY,xFrzsBbeiS 
[8660] DISPLAY_SUMMARY,umhaEY4lil 
[8661] ADD,xFrzsBbeiS,68502.12 
[8662] BUY,umhaEY4lil,VZP,26.67 
[8663] CANCEL_BUY,CqOb5G0hB4 
[8664] SET_BUY_TRIGGER,w69hSQMdyy,QLE,215.17 
[8665] QUOTE,xFrzsBbeiS,JZV 
[8666] DISPLAY_SUMMARY,ojovZ9YLZM 
[8667] COMMIT_BUY,umhaEY4lil 
[8668] SELL,CqOb5G0hB4,OOP,256.43 
[8669] COMMIT_SELL,sYJRWa0Mih 
[8670] BUY,BqhMWgFe1n,HWU,325.69 
[8671] CANCEL_BUY,xFrzsBbeiS 
[8672] CANCEL_BUY,BqhMWgFe1n 
[8673] CANCEL_SELL,sYJRWa0Mih 
[8674] COMMIT_SELL,jzi5Fg2GGS 
[8675] QUOTE,LwNQpkd8mr,AUJ 
[8676] COMMIT_SELL,CqOb5G0hB4 
[8677] CANCEL_BUY,kul4JJSoHc 
[8678] SELL,xFrzsBbeiS,HLU,463.70 
[8679] COMMIT_BUY,BqhMWgFe1n 
[8680] CANCEL_BUY,LwNQpkd8mr 
[8681] SELL,CqOb5G0hB4,ZQG,708.93 
[8682] DISPLAY_SUMMARY,jzi5Fg2GGS 
[8683] BUY,BqhMWgFe1n,JIK,398.90 
[8684] CANCEL_SELL,BqhMWgFe1n 
[8685] COMMIT_BUY,sYJRWa0Mih 
[8686] ADD,w69hSQMdyy,57998.03 
[8687] CANCEL_BUY,jzi5Fg2GGS 
[8688] SELL,jzi5Fg2GGS,XZF,74.06 
[8689] COMMIT_SELL,CqOb5G0hB4 
[8690] QUOTE,umhaEY4lil,JEM 
[8691] CANCEL_SELL,LwNQpkd8mr 
[8692] DISPLAY_SUMMARY,xFrzsBbeiS 
[8693] SET_BUY_AMOUNT,xFrzsBbeiS,GAM,304.43 
[8694] CANCEL_SET_BUY,BqhMWgFe1n,HBB 
[8695] SET_BUY_TRIGGER,kul4JJSoHc,VZP,53.22 
[8696] BUY,w69hSQMdyy,VNG,204.75 
[8697] BUY,sYJRWa0Mih,MGF,228.55 
[8698] CANCEL_BUY,jzi5Fg2GGS 
[8699] SET_BUY_TRIGGER,xFrzsBbeiS,VZP,177.35 
[8700] BUY,CqOb5G0hB4,OWG,592.75 
[8701] COMMIT_SELL,LwNQpkd8mr 
[8702] COMMIT_SELL,w69hSQMdyy 
[8703] SELL,LwNQpkd8mr,THF,627.72 
[8704] QUOTE,umhaEY4lil,QLE 
[8705] SET_SELL_TRIGGER,ojovZ9YLZM,BKM,164.91 
[8706] SELL,ojovZ9YLZM,VNG,353.09 
[8707] COMMIT_BUY,sYJRWa0Mih 
[8708] COMMIT_SELL,jzi5Fg2GGS 
[8709] SELL,xFrzsBbeiS,JIK,252.12 
[8710] QUOTE,umhaEY4lil,QLE 
[8711] COMMIT_SELL,BqhMWgFe1n 
[8712] CANCEL_SET_SELL,w69hSQMdyy,GAM 
[8713] COMMIT_BUY,ojovZ9YLZM 
[8714] COMMIT_BUY,xFrzsBbeiS 
[8715] COMMIT_BUY,BqhMWgFe1n 
[8716] COMMIT_BUY,CqOb5G0hB4 
[8717] QUOTE,jzi5Fg2GGS,MGF 
[8718] COMMIT_SELL,sYJRWa0Mih 
[8719] QUOTE,umhaEY4lil,HWU 
[8720] BUY,umhaEY4lil,MAO,371.56 
[8721] COMMIT_SELL,w69hSQMdyy 
[8722] DISPLAY_SUMMARY,sYJRWa0Mih 
[8723] CANCEL_SET_SELL,xFrzsBbeiS,EWK 
[8724] SELL,sYJRWa0Mih,WKQ,288.01 
[8725] SET_BUY_TRIGGER,BqhMWgFe1n,WPJ,179.69 
[8726] BUY,BqhMWgFe1n,XAG,468.10 
[8727] CANCEL_BUY,umhaEY4lil 
[8728] DISPLAY_SUMMARY,umhaEY4lil 
[8729] BUY,umhaEY4lil,GPV,218.57 
[8730] SET_BUY_AMOUNT,kul4JJSoHc,QLE,20.93 
[8731] QUOTE,BqhMWgFe1n,XRS 
[8732] SELL,ojovZ9YLZM,NZO,607.21 
[8733] ADD,BqhMWgFe1n,77398.74 
[8734] QUOTE,BqhMWgFe1n,OOP 
[8735] BUY,jzi5Fg2GGS,WMG,175.99 
[8736] COMMIT_BUY,umhaEY4lil 
[8737] COMMIT_BUY,w69hSQMdyy 
[8738] SET_BUY_AMOUNT,w69hSQMdyy,GAM,257.71 
[8739] COMMIT_SELL,ojovZ9YLZM 
[8740] QUOTE,jzi5Fg2GGS,VZP 
[8741] QUOTE,CqOb5G0hB4,THF 
[8742] QUOTE,CqOb5G0hB4,BKM 
[8743] BUY,jzi5Fg2GGS,GTQ,550.96 
[8744] DISPLAY_SUMMARY,xFrzsBbeiS 
[8745] COMMIT_SELL,sYJRWa0Mih 
[8746] COMMIT_SELL,LwNQpkd8mr 
[8747] BUY,BqhMWgFe1n,QDS,196.92 
[8748] COMMIT_SELL,CqOb5G0hB4 
[8749] SET_SELL_AMOUNT,umhaEY4lil,THF,237.19 
[8750] QUOTE,LwNQpkd8mr,AUJ 
[8751] BUY,ojovZ9YLZM,UJD,518.13 
[8752] SET_BUY_TRIGGER,kul4JJSoHc,QRQ,14.33 
[8753] DISPLAY_SUMMARY,kul4JJSoHc 
[8754] COMMIT_BUY,BqhMWgFe1n 
[8755] BUY,sYJRWa0Mih,XAG,665.32 
[8756] DISPLAY_SUMMARY,w69hSQMdyy 
[8757] COMMIT_SELL,kul4JJSoHc 
[8758] BUY,BqhMWgFe1n,HLU,391.22 
[8759] ADD,kul4JJSoHc,88563.61 
[8760] COMMIT_BUY,jzi5Fg2GGS 
[8761] QUOTE,LwNQpkd8mr,OOP 
[8762] BUY,sYJRWa0Mih,NZO,158.49 
[8763] CANCEL_SET_BUY,jzi5Fg2GGS,JGF 
[8764] COMMIT_SELL,w69hSQMdyy 
[8765] SET_SELL_TRIGGER,xFrzsBbeiS,JGF,132.51 
[8766] COMMIT_BUY,sYJRWa0Mih 
[8767] QUOTE,kul4JJSoHc,EWK 
[8768] SET_SELL_TRIGGER,umhaEY4lil,THF,185.76 
[8769] DISPLAY_SUMMARY,umhaEY4lil 
[8770] COMMIT_BUY,BqhMWgFe1n 
[8771] ADD,BqhMWgFe1n,89439.27 
[8772] ADD,w69hSQMdyy,65827.06 
[8773] BUY,BqhMWgFe1n,NZO,557.61 
[8774] DISPLAY_SUMMARY,CqOb5G0hB4 
[8775] BUY,w69hSQMdyy,CAK,415.84 
[8776] CANCEL_SET_SELL,CqOb5G0hB4,JIS 
[8777] ADD,LwNQpkd8mr,73256.91 
[8778] QUOTE,LwNQpkd8mr,JIS 
[8779] QUOTE,sYJRWa0Mih,JGF 
[8780] CANCEL_SET_SELL,umhaEY4lil,XZF 
[8781] BUY,sYJRWa0Mih,ZQG,403.18 
[8782] BUY,kul4JJSoHc,HBB,364.52 
[8783] QUOTE,xFrzsBbeiS,AME 
[8784] SELL,LwNQpkd8mr,JZV,350.47 
[8785] BUY,umhaEY4lil,WKQ,154.14 
[8786] SET_BUY_AMOUNT,BqhMWgFe1n,JIK,395.52 
[8787] COMMIT_SELL,LwNQpkd8mr 
[8788] CANCEL_SET_SELL,sYJRWa0Mih,CDQ 
[8789] SET_BUY_TRIGGER,CqOb5G0hB4,OOP,10.81 
[8790] SET_SELL_TRIGGER,CqOb5G0hB4,MAO,149.56 
[8791] BUY,xFrzsBbeiS,GTQ,389.35 
[8792] BUY,BqhMWgFe1n,QRQ,241.74 
[8793] SET_SELL_AMOUNT,w69hSQMdyy,JZV,595.94 
[8794] BUY,CqOb5G0hB4,NZO,665.58 
[8795] SET_SELL_TRIGGER,w69hSQMdyy,JZV,116.78 
[8796] COMMIT_BUY,xFrzsBbeiS 
[8797] COMMIT_BUY,BqhMWgFe1n 
[8798] COMMIT_BUY,ojovZ9YLZM 
[8799] COMMIT_BUY,kul4JJSoHc 
[8800] COMMIT_BUY,umhaEY4lil 
[8801] BUY,xFrzsBbeiS,PXL,152.01 
[8802] COMMIT_BUY,xFrzsBbeiS 
[8803] COMMIT_BUY,CqOb5G0hB4 
[8804] DISPLAY_SUMMARY,ojovZ9YLZM 
[8805] QUOTE,xFrzsBbeiS,JEM 
[8806] ADD,CqOb5G0hB4,79460.92 
[8807] SET_BUY_AMOUNT,kul4JJSoHc,UTF,562.01 
[8808] QUOTE,w69hSQMdyy,XRS 
[8809] ADD,LwNQpkd8mr,61771.77 
[8810] ADD,w69hSQMdyy,73444.47 
[8811] SET_SELL_AMOUNT,ojovZ9YLZM,THF,461.18 
[8812] SET_SELL_TRIGGER,jzi5Fg2GGS,MAO,166.04 
[8813] DISPLAY_SUMMARY,sYJRWa0Mih 
[8814] CANCEL_SET_BUY,BqhMWgFe1n,CDQ 
[8815] DISPLAY_SUMMARY,CqOb5G0hB4 
[8816] SET_SELL_TRIGGER,ojovZ9YLZM,THF,157.55 
[8817] ADD,jzi5Fg2GGS,75329.67 
[8818] COMMIT_SELL,BqhMWgFe1n 
[8819] QUOTE,xFrzsBbeiS,FCT 
[8820] BUY,w69hSQMdyy,JEM,563.37 
[8821] DISPLAY_SUMMARY,CqOb5G0hB4 
[8822] CANCEL_SELL,w69hSQMdyy 
[8823] BUY,BqhMWgFe1n,MPD,575.66 
[8824] DISPLAY_SUMMARY,ojovZ9YLZM 
[8825] SET_SELL_AMOUNT,LwNQpkd8mr,JHH,190.22 
[8826] BUY,jzi5Fg2GGS,AUJ,52.17 
[8827] CANCEL_SET_BUY,ojovZ9YLZM,IHA 
[8828] QUOTE,ojovZ9YLZM,HBB 
[8829] BUY,CqOb5G0hB4,XRS,723.05 
[8830] SET_SELL_TRIGGER,BqhMWgFe1n,HWU,20.49 
[8831] ADD,BqhMWgFe1n,77819.26 
[8832] COMMIT_SELL,w69hSQMdyy 
[8833] ADD,sYJRWa0Mih,60760.44 
[8834] CANCEL_BUY,jzi5Fg2GGS 
[8835] QUOTE,BqhMWgFe1n,JGF 
[8836] SET_SELL_TRIGGER,LwNQpkd8mr,JHH,50.97 
[8837] QUOTE,xFrzsBbeiS,VNG 
[8838] SET_BUY_TRIGGER,kul4JJSoHc,XZF,196.27 
[8839] QUOTE,sYJRWa0Mih,JHH 
[8840] CANCEL_BUY,jzi5Fg2GGS 
[8841] SET_BUY_AMOUNT,LwNQpkd8mr,GAM,723.74 
[8842] BUY,sYJRWa0Mih,PXL,373.26 
[8843] COMMIT_BUY,sYJRWa0Mih 
[8844] SET_BUY_AMOUNT,CqOb5G0hB4,UJD,635.46 
[8845] DISPLAY_SUMMARY,w69hSQMdyy 
[8846] CANCEL_SET_BUY,CqOb5G0hB4,CDQ 
[8847] SET_BUY_AMOUNT,w69hSQMdyy,BKM,41.36 
[8848] DISPLAY_SUMMARY,umhaEY4lil 
[8849] BUY,jzi5Fg2GGS,FCT,102.21 
[8850] SET_BUY_TRIGGER,sYJRWa0Mih,CMO,98.61 
[8851] ADD,kul4JJSoHc,90187.05 
[8852] CANCEL_BUY,ojovZ9YLZM 
[8853] SET_BUY_TRIGGER,LwNQpkd8mr,HWU,619.65 
[8854] CANCEL_SET_SELL,CqOb5G0hB4,XRS 
[8855] BUY,kul4JJSoHc,ACY,609.83 
[8856] COMMIT_BUY,kul4JJSoHc 
[8857] SELL,umhaEY4lil,OOP,200.78 
[8858] COMMIT_SELL,LwNQpkd8mr 
[8859] ADD,BqhMWgFe1n,84623.84 
[8860] QUOTE,BqhMWgFe1n,PXL 
[8861] CANCEL_BUY,CqOb5G0hB4 
[8862] BUY,BqhMWgFe1n,HBB,629.87 
[8863] CANCEL_SET_BUY,ojovZ9YLZM,YGD 
[8864] QUOTE,LwNQpkd8mr,FCT 
[8865] QUOTE,ojovZ9YLZM,THF 
[8866] BUY,LwNQpkd8mr,UTF,354.71 
[8867] CANCEL_SET_BUY,CqOb5G0hB4,GPV 
[8868] SET_BUY_TRIGGER,w69hSQMdyy,AUJ,10.91 
[8869] COMMIT_BUY,BqhMWgFe1n 
[8870] COMMIT_SELL,umhaEY4lil 
[8871] BUY,w69hSQMdyy,WKQ,465.83 
[8872] BUY,umhaEY4lil,RGP,177.53 
[8873] COMMIT_BUY,w69hSQMdyy 
[8874] BUY,w69hSQMdyy,GJT,723.03 
[8875] CANCEL_SET_SELL,jzi5Fg2GGS,EWK 
[8876] QUOTE,jzi5Fg2GGS,QDS 
[8877] CANCEL_BUY,xFrzsBbeiS 
[8878] SET_SELL_TRIGGER,sYJRWa0Mih,EWK,122.16 
[8879] QUOTE,ojovZ9YLZM,PXL 
[8880] DISPLAY_SUMMARY,CqOb5G0hB4 
[8881] CANCEL_SELL,umhaEY4lil 
[8882] DISPLAY_SUMMARY,sYJRWa0Mih 
[8883] COMMIT_BUY,umhaEY4lil 
[8884] SET_BUY_AMOUNT,xFrzsBbeiS,AME,168.29 
[8885] COMMIT_BUY,w69hSQMdyy 
[8886] BUY,BqhMWgFe1n,CAK,259.71 
[8887] SELL,kul4JJSoHc,QDS,570.11 
[8888] QUOTE,umhaEY4lil,WKQ 
[8889] COMMIT_BUY,BqhMWgFe1n 
[8890] DISPLAY_SUMMARY,xFrzsBbeiS 
[8891] BUY,w69hSQMdyy,BKM,117.76 
[8892] DISPLAY_SUMMARY,umhaEY4lil 
[8893] CANCEL_SET_BUY,CqOb5G0hB4,QDS 
[8894] BUY,CqOb5G0hB4,OWG,385.26 
[8895] BUY,sYJRWa0Mih,ACY,252.16 
[8896] SELL,umhaEY4lil,HLU,705.04 
[8897] SET_SELL_AMOUNT,xFrzsBbeiS,JGF,596.03 
[8898] COMMIT_BUY,jzi5Fg2GGS 
[8899] SET_SELL_TRIGGER,ojovZ9YLZM,VNG,126.44 
[8900] SET_SELL_TRIGGER,LwNQpkd8mr,JEM,169.68 
[8901] ADD,ojovZ9YLZM,34330.99 
[8902] COMMIT_BUY,sYJRWa0Mih 
[8903] DISPLAY_SUMMARY,xFrzsBbeiS 
[8904] QUOTE,ojovZ9YLZM,HBB 
[8905] COMMIT_BUY,CqOb5G0hB4 
[8906] BUY,jzi5Fg2GGS,UJD,672.93 
[8907] SET_BUY_TRIGGER,kul4JJSoHc,BUK,146.53 
[8908] COMMIT_BUY,jzi5Fg2GGS 
[8909] COMMIT_SELL,umhaEY4lil 
[8910] SELL,LwNQpkd8mr,JIK,179.63 
[8911] SET_BUY_TRIGGER,w69hSQMdyy,OOP,115.71 
[8912] CANCEL_SELL,xFrzsBbeiS 
[8913] CANCEL_SET_BUY,w69hSQMdyy,AUJ 
[8914] COMMIT_BUY,CqOb5G0hB4 
[8915] SET_SELL_TRIGGER,ojovZ9YLZM,VNG,150.50 
[8916] BUY,xFrzsBbeiS,UJD,289.06 
[8917] CANCEL_BUY,jzi5Fg2GGS 
[8918] DISPLAY_SUMMARY,BqhMWgFe1n 
[8919] DISPLAY_SUMMARY,kul4JJSoHc 
[8920] DISPLAY_SUMMARY,ojovZ9YLZM 
[8921] COMMIT_BUY,xFrzsBbeiS 
[8922] CANCEL_SET_SELL,jzi5Fg2GGS,JGF 
[8923] QUOTE,BqhMWgFe1n,EWK 
[8924] SELL,jzi5Fg2GGS,VNG,225.94 
[8925] CANCEL_BUY,LwNQpkd8mr 
[8926] COMMIT_BUY,umhaEY4lil 
[8927] COMMIT_SELL,jzi5Fg2GGS 
[8928] SELL,LwNQpkd8mr,QDS,239.47 
[8929] COMMIT_BUY,LwNQpkd8mr 
[8930] SELL,w69hSQMdyy,MAO,508.19 
[8931] BUY,LwNQpkd8mr,THF,235.15 
[8932] CANCEL_SET_BUY,xFrzsBbeiS,UTF 
[8933] SELL,xFrzsBbeiS,OWG,41.74 
[8934] COMMIT_BUY,LwNQpkd8mr 
[8935] COMMIT_BUY,BqhMWgFe1n 
[8936] CANCEL_SET_BUY,sYJRWa0Mih,JEM 
[8937] CANCEL_SELL,LwNQpkd8mr 
[8938] COMMIT_BUY,umhaEY4lil 
[8939] SET_SELL_TRIGGER,w69hSQMdyy,AME,174.67 
[8940] SET_SELL_AMOUNT,xFrzsBbeiS,GAM,372.24 
[8941] SET_SELL_TRIGGER,xFrzsBbeiS,GAM,316.41 
[8942] CANCEL_SET_SELL,BqhMWgFe1n,GJT 
[8943] CANCEL_SET_BUY,umhaEY4lil,QDS 
[8944] BUY,xFrzsBbeiS,QLE,687.33 
[8945] COMMIT_BUY,xFrzsBbeiS 
[8946] BUY,kul4JJSoHc,GPV,636.15 
[8947] BUY,CqOb5G0hB4,EWK,167.24 
[8948] COMMIT_BUY,CqOb5G0hB4 
[8949] SELL,sYJRWa0Mih,IHA,587.24 
[8950] QUOTE,xFrzsBbeiS,VNG 
[8951] COMMIT_BUY,BqhMWgFe1n 
[8952] QUOTE,umhaEY4lil,UTF 
[8953] BUY,CqOb5G0hB4,THF,576.75 
[8954] QUOTE,xFrzsBbeiS,XRS 
[8955] CANCEL_BUY,CqOb5G0hB4 
[8956] SET_SELL_TRIGGER,LwNQpkd8mr,QDS,151.76 
[8957] ADD,ojovZ9YLZM,53615.22 
[8958] ADD,CqOb5G0hB4,65114.36 
[8959] QUOTE,CqOb5G0hB4,FPH 
[8960] CANCEL_SELL,umhaEY4lil 
[8961] BUY,BqhMWgFe1n,OWG,528.62 
[8962] BUY,ojovZ9YLZM,MAO,655.72 
[8963] ADD,LwNQpkd8mr,39816.58 
[8964] BUY,xFrzsBbeiS,ACY,541.33 
[8965] COMMIT_BUY,kul4JJSoHc 
[8966] COMMIT_BUY,kul4JJSoHc 
[8967] BUY,CqOb5G0hB4,IHA,731.59 
[8968] DISPLAY_SUMMARY,w69hSQMdyy 
[8969] SET_SELL_TRIGGER,CqOb5G0hB4,BKM,45.44 
[8970] COMMIT_BUY,xFrzsBbeiS 
[8971] DISPLAY_SUMMARY,BqhMWgFe1n 
[8972] SET_SELL_TRIGGER,jzi5Fg2GGS,XRS,75.80 
[8973] CANCEL_BUY,jzi5Fg2GGS 
[8974] COMMIT_SELL,jzi5Fg2GGS 
[8975] COMMIT_SELL,sYJRWa0Mih 
[8976] CANCEL_SET_SELL,jzi5Fg2GGS,GTQ 
[8977] SET_BUY_TRIGGER,CqOb5G0hB4,JIK,79.65 
[8978] CANCEL_SELL,w69hSQMdyy 
[8979] QUOTE,LwNQpkd8mr,FCT 
[8980] SELL,LwNQpkd8mr,QDS,279.07 
[8981] SELL,CqOb5G0hB4,GTQ,610.62 
[8982] DISPLAY_SUMMARY,jzi5Fg2GGS 
[8983] COMMIT_BUY,w69hSQMdyy 
[8984] ADD,kul4JJSoHc,93514.91 
[8985] SELL,xFrzsBbeiS,HLU,217.69 
[8986] COMMIT_SELL,BqhMWgFe1n 
[8987] BUY,kul4JJSoHc,IHA,153.44 
[8988] COMMIT_SELL,xFrzsBbeiS 
[8989] COMMIT_SELL,w69hSQMdyy 
[8990] CANCEL_SELL,umhaEY4lil 
[8991] COMMIT_SELL,BqhMWgFe1n 
[8992] QUOTE,ojovZ9YLZM,JGF 
[8993] QUOTE,jzi5Fg2GGS,FCT 
[8994] QUOTE,CqOb5G0hB4,FCT 
[8995] BUY,umhaEY4lil,UJD,564.68 
[8996] CANCEL_SELL,ojovZ9YLZM 
[8997] ADD,jzi5Fg2GGS,73500.06 
[8998] BUY,jzi5Fg2GGS,MPD,304.23 
[8999] QUOTE,jzi5Fg2GGS,FPH 
[9000] BUY,sYJRWa0Mih,EWK,387.00 
[9001] ADD,w69hSQMdyy,79696.30 
[9002] COMMIT_SELL,LwNQpkd8mr 
[9003] SET_SELL_TRIGGER,xFrzsBbeiS,XZF,49.74 
[9004] COMMIT_BUY,kul4JJSoHc 
[9005] SELL,sYJRWa0Mih,PXL,302.66 
[9006] BUY,w69hSQMdyy,ZQG,529.98 
[9007] SELL,w69hSQMdyy,GPV,541.23 
[9008] SET_BUY_TRIGGER,jzi5Fg2GGS,VZP,3.66 
[9009] COMMIT_BUY,umhaEY4lil 
[9010] DISPLAY_SUMMARY,BqhMWgFe1n 
[9011] QUOTE,jzi5Fg2GGS,ZQG 
[9012] DISPLAY_SUMMARY,ojovZ9YLZM 
[9013] COMMIT_SELL,sYJRWa0Mih 
[9014] COMMIT_BUY,xFrzsBbeiS 
[9015] COMMIT_SELL,ojovZ9YLZM 
[9016] COMMIT_SELL,w69hSQMdyy 
[9017] CANCEL_SELL,LwNQpkd8mr 
[9018] CANCEL_SET_SELL,umhaEY4lil,XZF 
[9019] SET_SELL_AMOUNT,BqhMWgFe1n,ZQG,11.95 
[9020] QUOTE,CqOb5G0hB4,CMO 
[9021] COMMIT_SELL,LwNQpkd8mr 
[9022] CANCEL_SET_SELL,w69hSQMdyy,RGP 
[9023] BUY,jzi5Fg2GGS,WMG,376.23 
[9024] ADD,ojovZ9YLZM,53058.82 
[9025] SET_SELL_AMOUNT,CqOb5G0hB4,XZF,585.49 
[9026] BUY,sYJRWa0Mih,GJT,450.18 
[9027] BUY,w69hSQMdyy,JZV,270.25 
[9028] QUOTE,LwNQpkd8mr,JZV 
[9029] SET_BUY_AMOUNT,xFrzsBbeiS,JZV,707.45 
[9030] SET_BUY_TRIGGER,xFrzsBbeiS,VZP,674.07 
[9031] ADD,kul4JJSoHc,72955.57 
[9032] SET_SELL_TRIGGER,CqOb5G0hB4,XZF,446.16 
[9033] CANCEL_SELL,sYJRWa0Mih 
[9034] ADD,xFrzsBbeiS,95453.04 
[9035] BUY,kul4JJSoHc,HBB,346.64 
[9036] QUOTE,ojovZ9YLZM,HBB 
[9037] BUY,ojovZ9YLZM,GAM,41.66 
[9038] BUY,sYJRWa0Mih,GAM,735.00 
[9039] SELL,CqOb5G0hB4,HLU,374.14 
[9040] COMMIT_BUY,LwNQpkd8mr 
[9041] SET_BUY_TRIGGER,ojovZ9YLZM,YGD,148.39 
[9042] BUY,LwNQpkd8mr,BUK,589.12 
[9043] COMMIT_SELL,umhaEY4lil 
[9044] SET_SELL_TRIGGER,BqhMWgFe1n,ZQG,5.48 
[9045] COMMIT_BUY,w69hSQMdyy 
[9046] CANCEL_SELL,w69hSQMdyy 
[9047] QUOTE,kul4JJSoHc,GJT 
[9048] COMMIT_BUY,LwNQpkd8mr 
[9049] DISPLAY_SUMMARY,w69hSQMdyy 
[9050] COMMIT_BUY,jzi5Fg2GGS 
[9051] CANCEL_SET_BUY,CqOb5G0hB4,WMG 
[9052] QUOTE,xFrzsBbeiS,NZO 
[9053] SET_BUY_AMOUNT,BqhMWgFe1n,EZK,440.05 
[9054] BUY,BqhMWgFe1n,MGF,474.82 
[9055] ADD,w69hSQMdyy,80890.50 
[9056] CANCEL_SELL,xFrzsBbeiS 
[9057] BUY,LwNQpkd8mr,YGD,428.88 
[9058] BUY,kul4JJSoHc,THF,498.40 
[9059] CANCEL_SET_BUY,CqOb5G0hB4,FPH 
[9060] BUY,w69hSQMdyy,CAK,615.40 
[9061] SELL,jzi5Fg2GGS,QLE,365.12 
[9062] QUOTE,ojovZ9YLZM,XRS 
[9063] BUY,w69hSQMdyy,ACY,154.24 
[9064] SET_SELL_TRIGGER,w69hSQMdyy,GPV,140.09 
[9065] DISPLAY_SUMMARY,umhaEY4lil 
[9066] ADD,w69hSQMdyy,81887.89 
[9067] QUOTE,ojovZ9YLZM,ZQG 
[9068] SET_SELL_AMOUNT,CqOb5G0hB4,QLE,166.71 
[9069] COMMIT_BUY,kul4JJSoHc 
[9070] COMMIT_BUY,kul4JJSoHc 
[9071] COMMIT_BUY,LwNQpkd8mr 
[9072] BUY,LwNQpkd8mr,WKQ,178.59 
[9073] BUY,ojovZ9YLZM,CAK,320.16 
[9074] DISPLAY_SUMMARY,xFrzsBbeiS 
[9075] COMMIT_BUY,BqhMWgFe1n 
[9076] SET_SELL_AMOUNT,w69hSQMdyy,XRS,17.78 
[9077] SET_SELL_TRIGGER,w69hSQMdyy,XRS,8.78 
[9078] COMMIT_SELL,jzi5Fg2GGS 
[9079] DISPLAY_SUMMARY,xFrzsBbeiS 
[9080] CANCEL_BUY,LwNQpkd8mr 
[9081] ADD,BqhMWgFe1n,79050.35 
[9082] COMMIT_BUY,sYJRWa0Mih 
[9083] SET_BUY_AMOUNT,sYJRWa0Mih,QLE,136.44 
[9084] SET_BUY_TRIGGER,sYJRWa0Mih,CAK,108.47 
[9085] CANCEL_SET_SELL,CqOb5G0hB4,QLE 
[9086] SELL,kul4JJSoHc,JIK,600.50 
[9087] COMMIT_SELL,umhaEY4lil 
[9088] COMMIT_SELL,kul4JJSoHc 
[9089] DISPLAY_SUMMARY,xFrzsBbeiS 
[9090] DISPLAY_SUMMARY,LwNQpkd8mr 
[9091] SET_SELL_AMOUNT,jzi5Fg2GGS,AME,95.40 
[9092] CANCEL_SELL,umhaEY4lil 
[9093] CANCEL_SET_BUY,LwNQpkd8mr,CMO 
[9094] SET_SELL_TRIGGER,jzi5Fg2GGS,AME,18.79 
[9095] BUY,kul4JJSoHc,XAG,506.74 
[9096] CANCEL_BUY,CqOb5G0hB4 
[9097] COMMIT_BUY,ojovZ9YLZM 
[9098] DISPLAY_SUMMARY,LwNQpkd8mr 
[9099] QUOTE,BqhMWgFe1n,EZK 
[9100] CANCEL_BUY,ojovZ9YLZM 
[9101] CANCEL_SET_SELL,xFrzsBbeiS,JGF 
[9102] COMMIT_BUY,kul4JJSoHc 
[9103] SET_SELL_TRIGGER,LwNQpkd8mr,VNG,111.46 
[9104] SET_BUY_TRIGGER,CqOb5G0hB4,EZK,92.89 
[9105] SET_BUY_TRIGGER,w69hSQMdyy,MGF,37.61 
[9106] QUOTE,BqhMWgFe1n,RGP 
[9107] ADD,ojovZ9YLZM,69123.92 
[9108] CANCEL_SELL,sYJRWa0Mih 
[9109] SET_BUY_TRIGGER,ojovZ9YLZM,GJT,42.67 
[9110] DISPLAY_SUMMARY,w69hSQMdyy 
[9111] SET_BUY_AMOUNT,LwNQpkd8mr,ZQG,318.08 
[9112] SET_BUY_TRIGGER,kul4JJSoHc,HWU,188.80 
[9113] ADD,xFrzsBbeiS,53370.01 
[9114] CANCEL_SET_SELL,BqhMWgFe1n,HWU 
[9115] CANCEL_SET_SELL,w69hSQMdyy,WMG 
[9116] SET_BUY_TRIGGER,LwNQpkd8mr,MPD,226.97 
[9117] BUY,kul4JJSoHc,FCT,465.14 
[9118] SET_SELL_AMOUNT,sYJRWa0Mih,GTQ,150.22 
[9119] SET_BUY_TRIGGER,LwNQpkd8mr,IHA,130.82 
[9120] SET_BUY_AMOUNT,CqOb5G0hB4,IHA,33.33 
